Frequency(Hz),Amp(dB)
11380000000,-2.74156864
11390000000,-2.743615133
11400000000,-2.745691233
11410000000,-2.747810909
11420000000,-2.749970383
11430000000,-2.752131682
11440000000,-2.754361275
11450000000,-2.756613391
11460000000,-2.758878659
11470000000,-2.761167878
11480000000,-2.763411213
11490000000,-2.765752533
11500000000,-2.768063609
11510000000,-2.77046487
11520000000,-2.772830938
11530000000,-2.775173343
11540000000,-2.77763067
11550000000,-2.780015445
11560000000,-2.782365695
11570000000,-2.7847365
11580000000,-2.787034648
11590000000,-2.789328531
11600000000,-2.791601507
11610000000,-2.793870801
11620000000,-2.796125084
11630000000,-2.798372472
11640000000,-2.800582529
11650000000,-2.802809638
11660000000,-2.804918123
11670000000,-2.807011044
